SectionID,CourseCode,CourseTitle,TermCode,TermID,StartDate,EndDate,Days,SectionStatus,RoomName,PrimaryInstructor,PrimaryPayment,SecondaryInstructor,SecondaryPayment
10229,LAT-220,Latin Express II,WI13,180,1/7/2013,4/1/2013,Mon/Wed,AC,Antioch,O. LIVIUS,1980,,
10230,LAT-106,ABC Conversation,WI13,180,1/12/2013,3/16/2013,Sat,AC,Alexandria,P. AURELIUS,1125,,
10231,LAT-103,Beginner Conversation,WI13,180,1/12/2013,3/16/2013,Sat,AC,Antioch,N. POMPONIUS,1125,,
10232,LAT-203,Conversation II,WI13,180,1/12/2013,3/16/2013,Sat,AC,Cannae,G. LUCIANUS,1125,,
10233,LAT-102,Beginner II,WI13,180,1/12/2013,3/23/2013,Sat,AC,Rome,M. AETIUS,1485,,
10234,LAT-101,Beginner I,WI13,180,1/12/2013,3/23/2013,Sat,AC,Cannae,G. LUCIANUS,1485,,
10235,LAT-301,Advanced Latin I,WI13,180,1/12/2013,3/23/2013,Sat,AC,Carthage,N. POMPONIUS,1485,,
10236,LAT-201,Intermediate Latin I,WI13,180,1/12/2013,3/23/2013,Sat,AC,Antioch,P. AURELIUS,1485,,
10237,LAT-202,Intermediate Latin II,WI13,180,1/12/2013,3/23/2013,Sat,AC,Alexandria,M. AETIUS,1485,,
10238,LAT-455,Singing and Talking,WI13,180,,,,,Rome,,,,
10239,LAT-122,Latin Express I,WI13,180,1/7/2013,4/1/2013,Mon/Wed,AC,Cannae,M. VALENTINIANUS,1980,,
10240,LAT-414,Hidden Roman History,WI13,180,1/19/2013,3/30/2013,Sat,AC,Rome,D. ROMILIUS,1485,,
10241,LAT-115,Parent and Me,WI13,180,2/6/2013,4/17/2013,Wed,AC,,N. POMPONIUS,900,,
10242,LAT-116,"Learning Latin through Art, Games and Music",WI13,180,2/6/2013,4/17/2013,Wed,AC,,N. POMPONIUS,1800,,
10243,LAT-103,Beginner Conversation,SP13,190,4/8/2013,6/17/2013,Mon,AC,Alexandria,M. VALENTINIANUS,1125,,
10244,LAT-106,ABC Conversation,SP13,190,4/8/2013,6/3/2013,Mon,CN,Cannae,P. AURELIUS,,,
10245,LAT-402,Latin Literature,SP13,190,4/8/2013,6/3/2013,Mon,AC,Rome,C. CORNELIUS,1080,,
10246,LAT-122,Latin Express I,SP13,190,4/3/2013,6/24/2013,Mon/Wed,AC,Antioch,O. LIVIUS,1980,,
10247,LAT-101,Beginner I,SP13,190,4/8/2013,6/24/2013,Mon,AC,Rome,C. CORNELIUS,1485,,
10248,LAT-102,Beginner II,SP13,190,4/8/2013,6/24/2013,Mon,AC,Cannae,P. AURELIUS,1485,,
10249,LAT-201,Intermediate Latin I,SP13,190,4/8/2013,6/24/2013,Mon,AC,Antioch,O. LIVIUS,1485,,
10250,LAT-457,Coffee with Cicero,SP13,190,4/8/2013,6/24/2013,Mon,AC,Carthage,G. LUCIANUS,1485,,
10251,LAT-220,Latin Express II,SP13,190,4/3/2013,6/24/2013,Mon/Wed,AC,Alexandria,M. VALENTINIANUS,1980,,
10252,LAT-106,ABC Conversation,SP13,190,4/16/2013,6/18/2013,Tue,AC,Carthage,C. CORNELIUS,1125,,
10253,LAT-203,Conversation II,SP13,190,4/16/2013,6/18/2013,Tue,AC,Alexandria,L. SALVIUS,1125,,
10254,LAT-101,Beginner I,SP13,190,4/16/2013,6/25/2013,Tue,AC,Rome,F. JUNIUS,1485,,
10255,LAT-201,Intermediate Latin I,SP13,190,4/16/2013,6/25/2013,Tue,AC,Cannae,G. LUCIANUS,1485,,
10256,LAT-435,Roman News,SP13,190,4/16/2013,6/25/2013,Tue,AC,Rome,G. LUCIANUS,1485,,
10257,LAT-301,Advanced Latin I,SP13,190,4/16/2013,6/25/2013,Tue,CN,Carthage,C. CORNELIUS,,,
10258,LAT-202,Intermediate Latin II,SP13,190,4/16/2013,6/25/2013,Tue,AC,Cannae,L. SALVIUS,1485,,
10259,LAT-102,Beginner II,SP13,190,4/16/2013,6/25/2013,Tue,AC,Alexandria,F. JUNIUS,1485,,
10260,LAT-302,Advanced Latin II,SP13,190,4/3/2013,6/12/2013,Wed,AC,Cannae,M. VALENTINIANUS,1485,,
10261,LAT-103,Beginner Conversation,SP13,190,4/3/2013,6/5/2013,Wed,AC,Alexandria,G. LUCIANUS,1125,,
10262,LAT-121,Latin for You,SP13,190,4/3/2013,6/12/2013,Wed,AC,Rome,C. CORNELIUS,1485,,
10263,LAT-102,Beginner II,SP13,190,4/3/2013,6/12/2013,Wed,AC,Antioch,O. LIVIUS,1485,,
10264,LAT-101,Beginner I,SP13,190,4/3/2013,6/12/2013,Wed,AC,Cannae,C. CORNELIUS,1485,,
10265,LAT-433,Roman History IV,SP13,190,4/3/2013,6/12/2013,Wed,AC,Rome,G. LUCIANUS,1485,,
10266,LAT-106,ABC Conversation,SP13,190,4/13/2013,6/22/2013,Sat,AC,Alexandria,P. AURELIUS,1125,,
10267,LAT-103,Beginner Conversation,SP13,190,4/13/2013,6/22/2013,Sat,AC,Cannae,N. POMPONIUS,1125,,
10268,LAT-203,Conversation II,SP13,190,4/13/2013,6/22/2013,Sat,AC,Carthage,G. LUCIANUS,1125,,
10269,LAT-201,Intermediate Latin I,SP13,190,4/13/2013,6/29/2013,Sat,AC,Rome,M. AETIUS,1485,,
10270,LAT-401,Latin for Travelers,SP13,190,4/13/2013,6/1/2013,Sat,AC,Antioch,S. TATIUS,1440,,
10271,LAT-101,Beginner I,SP13,190,4/13/2013,6/29/2013,Sat,AC,Cannae,M. AETIUS,1485,,
10272,LAT-478,Bonnus Appetitus,SP13,190,4/13/2013,6/29/2013,Sat,AC,Carthage,N. POMPONIUS,1485,,
10273,LAT-202,Intermediate Latin II,SP13,190,4/13/2013,6/29/2013,Sat,AC,Antioch,P. AURELIUS,1485,,
10274,LAT-102,Beginner II,SP13,190,4/13/2012,6/29/2013,Sat,CN,Alexandria,G. LUCIANUS,,,
10275,LAT-443,Veni Vidi Vici,SP13,190,4/6/2013,6/1/2013,Sat,AC,Rome,D. ROMILIUS,1080,,
10277,LAT-106,ABC Conversation,SU13,200,7/8/2013,9/16/2013,Mon,AC,Alexandria,M. VALENTINIANUS,1125,,
10278,LAT-103,Beginner Conversation,SU13,200,7/8/2013,9/16/2013,Mon,AC,Carthage,G. LUCIANUS,1125,,
10279,LAT-203,Conversation II,SU13,200,7/8/2013,9/16/2013,Mon,AC,Cannae,F. JUNIUS,1125,,
10280,LAT-101,Beginner I,SU13,200,7/8/2013,9/23/2013,Mon,AC,Rome,O. LIVIUS,1485,,
10281,LAT-227,Latin Grammar with Conversation,SU13,200,9/9/2013,9/23/2013,Mon,AC,Antioch,N. AFRICANUS,945,,
10282,LAT-102,Beginner II,SU13,200,7/8/2013,9/23/2013,Mon,AC,Cannae,M. VALENTINIANUS,1485,,
10283,LAT-201,Intermediate Latin I,SU13,200,7/8/2013,9/23/2013,Mon,CN,Carthage,G. LUCIANUS,,,
10284,LAT-202,Intermediate Latin II,SU13,200,7/8/2013,9/23/2013,Mon,AC,Rome,O. LIVIUS,1485,,
10285,LAT-301,Advanced Latin I,SU13,200,7/8/2013,9/23/2013,Mon,AC,Alexandria,F. JUNIUS,1485,,
10286,LAT-102,Beginner II,SU13,200,7/16/2013,9/24/2013,Tue,AC,Rome,G. LUCIANUS,1485,,
10287,LAT-201,Intermediate Latin I,SU13,200,7/16/2013,9/24/2013,Tue,AC,Cannae,M. VALENTINIANUS,1485,,
10288,LAT-302,Advanced Latin II,SU13,200,7/16/2013,9/24/2013,Tue,AC,Alexandria,F. JUNIUS,1485,,
10289,LAT-103,Beginner Conversation,SU13,200,7/16/2013,9/17/2013,Tue,AC,Alexandria,M. VALENTINIANUS,1125,,
10290,LAT-101,Beginner I,SU13,200,7/16/2013,9/24/2013,Tue,AC,Cannae,F. JUNIUS,1485,,
10291,LAT-433,Roman History IV,SU13,200,7/16/2013,9/24/2013,Tue,AC,Rome,G. LUCIANUS,1485,,
10292,LAT-201,Intermediate Latin I,SU13,200,7/10/2013,9/18/2013,Wed,AC,Cannae,O. LIVIUS,1485,,
10293,LAT-101,Beginner I,SU13,200,7/10/2013,9/18/2013,Wed,AC,Rome,G. LUCIANUS,1485,,
10294,LAT-303,Advanced Latin III,SU13,200,7/10/2013,9/18/2013,Wed,AC,Antioch,M. VALENTINIANUS,1485,,
10295,LAT-417,Latin Culture and Civilization,SU13,200,9/4/2013,9/25/2013,Wed,AC,Antioch,N. AFRICANUS,1260,,
10296,LAT-202,Intermediate Latin II,SU13,200,7/10/2013,9/11/2013,Wed,AC,Rome,G. LUCIANUS,1485,,
10297,LAT-106,ABC Conversation,SU13,200,7/10/2013,9/11/2013,Wed,AC,Alexandria,M. VALENTINIANUS,1125,,
10298,LAT-203,Conversation II,SU13,200,7/10/2013,9/11/2013,Wed,AC,Cannae,O. LIVIUS,1125,,
10299,LAT-106,ABC Conversation,SU13,200,7/13/2012,9/14/2013,Sat,AC,Alexandria,M. VALENTINIANUS,1125,,
10300,LAT-103,Beginner Conversation,SU13,200,7/13/2013,9/14/2013,Sat,AC,Cannae,G. LUCIANUS,1125,,
10301,LAT-201,Intermediate Latin I,SU13,200,7/13/2013,9/21/2013,Sat,AC,Rome,S. TATIUS,1485,,
10302,LAT-102,Beginner II,SU13,200,7/13/2013,9/21/2013,Sat,AC,Cannae,M. VALENTINIANUS,1485,,
10303,LAT-301,Advanced Latin I,SU13,200,7/13/2013,9/21/2013,Sat,AC,Alexandria,S. TATIUS,1485,,
10304,LAT-101,Beginner I,SU13,200,7/13/2013,9/21/2013,Sat,AC,Rome,G. LUCIANUS,1485,,
10306,LAT-103,Beginner Conversation,FA13,210,9/30/2013,12/9/2013,Mon,CN,Alexandria,P. AURELIUS,,,
10307,LAT-301,Advanced Latin I,FA13,210,9/30/2013,12/16/2013,Mon,AC,Antioch,O. LIVIUS,1485,,
10308,LAT-101,Beginner I,FA13,210,9/30/2013,12/16/2013,Mon,AC,Rome,M. VALENTINIANUS,1485,,
10309,LAT-201,Intermediate Latin I,FA13,210,9/30/2013,12/16/2013,Mon,AC,Cannae,G. LUCIANUS,1485,,
10310,LAT-402,Latin Literature,FA13,210,9/30/2013,12/16/2013,Mon,AC,Carthage,C. CORNELIUS,1080,,
10311,LAT-303,Advanced Latin III,FA13,210,9/30/2016,12/16/2013,Mon,AC,Cannae,M. VALENTINIANUS,1485,,
10312,LAT-102,Beginner II,FA13,210,9/30/2016,12/16/2013,Mon,AC,Rome,P. AURELIUS,1485,,
10313,LAT-106,ABC Conversation,FA13,210,9/30/2013,12/9/2013,Mon,AC,Alexandria,O. LIVIUS,1125,,
10314,LAT-203,Conversation II,FA13,210,9/30/2013,12/9/2013,Mon,AC,Carthage,G. LUCIANUS,1125,,
10315,LAT-405,Roman Theater,FA13,210,10/8/2013,12/10/2013,Tue,AC,Rome,M. VALENTINIANUS,1350,,
10316,LAT-203,Conversation II,FA13,210,10/8/2013,12/10/2013,Tue,AC,Alexandria,F. JUNIUS,,,
10317,LAT-102,Beginner II,FA13,210,10/8/2013,12/17/2013,Tue,AC,Cannae,G. LUCIANUS,1485,,
10318,LAT-202,Intermediate Latin II,FA13,210,10/8/2013,12/17/2013,Tue,AC,Antioch,L. SALVIUS,1485,,
10319,LAT-435,Roman News,FA13,210,10/8/2013,12/17/2013,Tue,AC,Alexandria,G. LUCIANUS,1485,,
10320,LAT-201,Intermediate Latin I,FA13,210,10/8/2013,12/17/2013,Tue,AC,Cannae,L. SALVIUS,1485,,
10321,LAT-302,Advanced Latin II,FA13,210,10/8/2013,12/18/2013,Tue,AC,Carthage,M. VALENTINIANUS,1485,,
10322,LAT-101,Beginner I,FA13,210,10/8/2013,12/17/2013,Tue,AC,Rome,F. JUNIUS,1485,,
10323,LAT-122,Latin Express I,FA13,210,9/30/2013,12/18/2013,Mon/Wed,AC,Antioch,C. CORNELIUS,1980,,
10324,LAT-103,Beginner Conversation,FA13,210,10/2/2013,12/11/2013,Wed,AC,Alexandria,O. LIVIUS,1125,,
10325,LAT-225,Passionate Latin,FA13,210,10/2/2013,12/18/2013,Wed,AC,Rome,G. LUCIANUS,1485,,
10326,LAT-101,Beginner I,FA13,210,10/2/2013,12/18/2013,Wed,AC,Cannae,C. CORNELIUS,1485,,
10327,LAT-102,Beginner II,FA13,210,10/2/2013,12/18/2013,Wed,AC,Cannae,O. LIVIUS,1485,,
10328,LAT-433,Roman History IV,FA13,210,10/2/2013,12/18/2013,Wed,AC,Rome,G. LUCIANUS,1485,,
10329,LAT-106,ABC Conversation,FA13,210,10/5/2013,12/14/2013,Sat,AC,Alexandria,N. AFRICANUS,1125,,
10330,LAT-103,Beginner Conversation,FA13,210,10/5/2013,12/14/2013,Sat,AC,Carthage,P. AURELIUS,1125,,
10331,LAT-203,Conversation II,FA13,210,10/5/2013,12/14/2013,Sat,CN,Antioch,S. TATIUS,,,
10332,LAT-301,Advanced Latin I,FA13,210,10/5/2013,12/21/2013,Sat,AC,Cannae,M. AETIUS,1485,,
10333,LAT-101,Beginner I,FA13,210,10/5/2013,12/21/2013,Sat,AC,Cannae,M. AETIUS,1485,,
10334,LAT-401,Latin for Travelers,FA13,210,10/5/2013,12/21/2013,Sat,CN,Carthage,S. TATIUS,,,
10335,LAT-202,Intermediate Latin II,FA13,210,10/5/2013,12/21/2013,Sat,AC,Antioch,N. AFRICANUS,1485,,
10336,LAT-102,Beginner II,FA13,210,10/5/2013,12/21/2013,Sat,AC,Alexandria,P. AURELIUS,1485,,
10337,LAT-443,Veni Vidi Vici,FA13,210,10/5/2013,12/14/2013,Sat,AC,Rome,D. ROMILIUS,1080,,
10339,LAT-106,ABC Conversation,WI14,220,1/6/2014,3/31/2014,Mon,AC,Alexandria,O. LIVIUS,1125,,
10340,LAT-201,Intermediate Latin I,WI14,220,1/6/2014,3/31/2014,Mon,AC,Cannae,P. AURELIUS,1485,,
10341,LAT-101,Beginner I,WI14,220,1/6/2014,3/31/2014,Mon,AC,Rome,G. LUCIANUS,1485,,
10342,LAT-402,Latin Literature,WI14,220,1/27/2014,3/24/2014,Mon,AC,Carthage,C. CORNELIUS,1080,,
10343,LAT-202,Intermediate Latin II,WI14,220,1/6/2014,3/31/2014,Mon,AC,Cannae,P. AURELIUS,1485,,
10344,LAT-102,Beginner II,WI14,220,1/6/2014,3/31/2014,Mon,AC,Carthage,G. LUCIANUS,1485,,
10345,LAT-301,Advanced Latin I,WI14,220,1/13/2014,3/31/2014,Mon,AC,Rome,M. VALENTINIANUS,1485,,
10346,LAT-476,Latin Music,WI14,220,1/27/2014,3/24/2014,Mon,AC,Alexandria,C. CORNELIUS,1080,,
10347,LAT-122,Latin Express I,WI14,220,1/6/2014,3/19/2014,Mon/Wed,AC,Antioch,O. LIVIUS,1980,,
10348,LAT-220,Latin Express II,WI14,220,1/13/2014,3/26/2014,Mon/Wed,AC,Antioch,M. VALENTINIANUS,1980,,
10349,LAT-103,Beginner Conversation,WI14,220,1/14/2014,3/25/2014,Tue,AC,Alexandria,M. VALENTINIANUS,1125,,
10350,LAT-463,Discovering Roman Ruins,WI14,220,1/14/2014,3/25/2014,Tue,AC,Rome,G. LUCIANUS,1485,,
10351,LAT-102,Beginner II,WI14,220,1/14/2014,3/25/2014,Tue,AC,Cannae,F. JUNIUS,1485,,
10352,LAT-303,Advanced Latin III,WI14,220,1/14/2014,3/25/2014,Tue,AC,Carthage,M. VALENTINIANUS,1485,,
10353,LAT-201,Intermediate Latin I,WI14,220,1/14/2014,3/25/2014,Tue,AC,Cannae,G. LUCIANUS,1485,,
10354,LAT-101,Beginner I,WI14,220,1/14/2014,3/25/2014,Tue,AC,Rome,F. JUNIUS,1485,,
10355,LAT-203,Conversation II,WI14,220,1/8/2014,3/19/2014,Wed,AC,Alexandria,O. LIVIUS,1125,,
10356,LAT-225,Passionate Latin,WI14,220,1/8/2014,3/19/2014,Wed,AC,Cannae,G. LUCIANUS,1485,,
10357,LAT-202,Intermediate Latin II,WI14,220,1/22/2014,4/2/2014,Wed,AC,Carthage,L. SALVIUS,1485,,
10358,LAT-101,Beginner I,WI14,220,1/22/2014,4/2/2014,Wed,AC,Rome,C. CORNELIUS,1485,,
10359,LAT-302,Advanced Latin II,WI14,220,1/15/2014,3/26/2014,Wed,CN,Alexandria,M. VALENTINIANUS,,,
10360,LAT-106,ABC Conversation,WI14,220,1/22/2014,4/2/2014,Wed,AC,Carthage,L. SALVIUS,1125,,
10361,LAT-433,Roman History IV,WI14,220,1/8/2014,3/19/2014,Wed,AC,Rome,G. LUCIANUS,1485,,
10362,LAT-201,Intermediate Latin I,WI14,220,1/22/2014,4/2/2014,Wed,AC,Cannae,C. CORNELIUS,1485,,
10363,LAT-106,ABC Conversation,WI14,220,1/11/2014,3/22/2014,Sat,AC,Alexandria,P. AURELIUS,1125,,
10364,LAT-103,Beginner Conversation,WI14,220,1/11/2014,3/22/2014,Sat,AC,Rome,N. AFRICANUS,1125,,
10365,LAT-203,Conversation II,WI14,220,1/11/2014,3/22/2014,Sat,AC,Cannae,O. LIVIUS,1125,,
10366,LAT-102,Beginner II,WI14,220,1/11/2014,3/22/2014,Sat,AC,Antioch,N. AFRICANUS,1485,,
10367,LAT-301,Advanced Latin I,WI14,220,1/11/2014,3/22/2014,Sat,AC,Cannae,O. LIVIUS,1485,,
10368,LAT-101,Beginner I,WI14,220,1/11/2014,3/22/2014,Sat,AC,Rome,P. AURELIUS,1485,,
10369,LAT-420,Laugh Read Sing Celebrate and Speak Latin,WI14,220,1/25/2014,3/26/2014,Sat,AC,Alexandria,D. ROMILIUS,1350,,
10371,LAT-404,Latin Book Club,WI14,220,1/16/2014,2/6/2014,Thu,AC,Rome,G. LUCIANUS,1485,,
10372,LAT-106,ABC Conversation,SP14,230,4/7/2014,6/23/2014,Mon,AC,Alexandria,O. LIVIUS,1125,,
10373,LAT-122,Latin Express I,SP14,230,4/7/2014,6/23/2014,Mon/Wed,AC,Alexandria,O. LIVIUS,1980,,
10374,LAT-220,Latin Express II,SP14,230,4/7/2014,6/23/2014,Mon/Wed,CN,Carthage,C. CORNELIUS,1980,,
10375,LAT-101,Beginner I,SP14,230,4/7/2014,6/23/2014,Mon,AC,Rome,P. AURELIUS,1485,,
10376,LAT-202,Intermediate Latin II,SP14,230,4/7/2014,6/23/2014,Mon,AC,Cannae,G. LUCIANUS,1485,,
10377,LAT-102,Beginner II,SP14,230,4/7/2014,6/23/2014,Mon,AC,Cannae,G. LUCIANUS,1485,,
10378,LAT-457,Coffee with Cicero,SP14,230,4/7/2014,6/23/2014,Mon,CN,Carthage,,,,
10379,LAT-201,Intermediate Latin I,SP14,230,4/7/2014,6/23/2014,Mon,AC,Rome,P. AURELIUS,1485,,
10380,LAT-476,Latin Music,SP14,230,4/7/2014,6/23/2014,Mon,CN,Alexandria,C. CORNELIUS,1080,,
10381,LAT-103,Beginner Conversation,SP14,230,4/1/2014,6/10/2014,Tue,AC,Alexandria,P. AURELIUS,1125,,
10382,LAT-463,Discovering Roman Ruins,SP14,230,4/1/2014,6/10/2014,Tue,AC,Rome,G. LUCIANUS,1485,,
10383,LAT-203,Conversation II,SP14,230,4/1/2014,6/10/2014,Tue,AC,Carthage,F. JUNIUS,1125,,
10384,LAT-301,Advanced Latin I,SP14,230,4/1/2014,6/10/2014,Tue,AC,Cannae,L. SALVIUS,1485,,
10385,LAT-102,Beginner II,SP14,230,4/1/2014,6/10/2014,Tue,AC,Cannae,P. AURELIUS,1485,,
10386,LAT-201,Intermediate Latin I,SP14,230,4/1/2014,6/10/2014,Tue,AC,Alexandria,G. LUCIANUS,1485,,
10387,LAT-303,Advanced Latin III,SP14,230,4/1/2014,6/10/2014,Tue,CN,Carthage,L. SALVIUS,1485,,
10388,LAT-101,Beginner I,SP14,230,4/1/2014,6/10/2014,Tue,AC,Rome,F. JUNIUS,1485,,
10389,LAT-106,ABC Conversation,SP14,230,4/9/2014,6/18/2014,Wed,AC,Alexandria,M. MERIDIUS,1125,,
10390,LAT-202,Intermediate Latin II,SP14,230,4/9/2014,6/18/2014,Wed,AC,Cannae,O. LIVIUS,1485,,
10391,LAT-225,Passionate Latin,SP14,230,4/9/2014,6/18/2014,Wed,AC,Rome,G. LUCIANUS,1485,,
10393,LAT-101,Beginner I,SP14,230,4/9/2014,6/18/2014,Wed,AC,Cannae,C. CORNELIUS,1485,,
10394,LAT-102,Beginner II,SP14,230,4/9/2014,6/18/2014,Wed,AC,Alexandria,M. MERIDIUS,1485,,
10395,LAT-433,Roman History IV,SP14,230,4/9/2014,6/18/2014,Wed,AC,Rome,G. LUCIANUS,1485,,
10396,LAT-101,Beginner I,SP14,230,4/5/2014,6/21/2014,Sat,AC,Cannae,P. AURELIUS,1485,,
10397,LAT-203,Conversation II,SP14,230,4/5/2014,6/21/2014,Sat,AC,Alexandria,N. AFRICANUS,1125,,
10398,LAT-102,Beginner II,SP14,230,4/5/2014,6/21/2014,Sat,AC,Alexandria,P. AURELIUS,1485,,
10399,LAT-103,Beginner Conversation,SP14,230,4/5/2014,6/21/2014,Sat,CN,Carthage,M. MERIDIUS,1125,,
10400,LAT-302,Advanced Latin II,SP14,230,4/5/2014,6/21/2014,Sat,AC,Cannae,N. AFRICANUS,1485,,
10401,LAT-421,Carpe Diem,SP14,230,4/12/2014,5/31/2014,Sat,AC,Rome,D. ROMILIUS,1080,,
10402,LAT-201,Intermediate Latin I,SP14,230,4/5/2014,6/21/2014,Sat,AC,Rome,M. MERIDIUS,1485,,
10403,LAT-103,Beginner Conversation,SU14,240,7/7/2014,9/22/2014,Mon,AC,Cannae,O. LIVIUS,1125,,
10404,LAT-102,Beginner II,SU14,240,7/7/2014,9/22/2014,Mon,AC,Rome,G. LUCIANUS,1485,,
10405,LAT-106,ABC Conversation,SU14,240,7/7/2014,9/22/2014,Mon,AC,Alexandria,I. SENECA,1125,,
10406,LAT-214,Latin Grammar,SU14,240,9/8/2014,9/22/2014,Mon,AC,Alexandria,N. AFRICANUS,360,,
10407,LAT-302,Advanced Latin II,SU14,240,7/7/2014,9/22/2014,Mon,AC,Carthage,I. SENECA,1485,,
10408,LAT-201,Intermediate Latin I,SU14,240,7/7/2014,9/22/2014,Mon,AC,Cannae,O. LIVIUS,1485,,
10409,LAT-101,Beginner I,SU14,240,7/7/2014,9/22/2014,Mon,AC,Rome,G. LUCIANUS,1485,,
10410,LAT-202,Intermediate Latin II,SU14,240,7/15/2014,9/30/2014,Tue,AC,Cannae,G. LUCIANUS,1485,,
10411,LAT-101,Beginner I,SU14,240,7/15/2014,9/30/2014,Tue,AC,Rome,O. LIVIUS,1485,,
10412,LAT-454,Pax Romana,SU14,240,8/26/2014,9/16/2014,Tue,AC,Alexandria,C. CORNELIUS,540,,
10413,LAT-474,Latin Puns,SU14,240,8/26/2014,9/16/2014,Tue,AC,Alexandria,C. CORNELIUS,540,,
10414,LAT-301,Advanced Latin I,SU14,240,7/15/2014,9/30/2014,Tue,AC,Cannae,O. LIVIUS,1485,,
10415,LAT-102,Beginner II,SU14,240,7/15/2014,9/30/2014,Tue,AC,Rome,G. LUCIANUS,1485,,
10416,LAT-101,Beginner I,SU14,240,7/9/2014,9/17/2014,Wed,AC,Rome,O. LIVIUS,1485,,
10417,LAT-202,Intermediate Latin II,SU14,240,7/9/2014,9/17/2014,Wed,AC,Alexandria,G. LUCIANUS,1485,,
10418,LAT-422,Movies,SU14,240,9/3/2014,9/24/2014,Wed,AC,Rome,N. AFRICANUS,540,,
10419,LAT-102,Beginner II,SU14,240,7/9/2014,9/17/2014,Wed,AC,Cannae,G. LUCIANUS,1485,,
10420,LAT-201,Intermediate Latin I,SU14,240,7/9/2014,9/17/2014,Wed,AC,Cannae,O. LIVIUS,1485,,
10421,LAT-106,ABC Conversation,SU14,240,7/12/2014,9/20/2014,Sat,AC,Rome,G. LUCIANUS,1125,,
10422,LAT-103,Beginner Conversation,SU14,240,7/12/2014,9/20/2014,Sat,AC,Cannae,O. LIVIUS,1125,,
10423,LAT-203,Conversation II,SU14,240,7/12/2014,9/20/2014,Sat,AC,Alexandria,S. TATIUS,1125,,
10424,LAT-303,Advanced Latin III,SU14,240,7/12/2014,9/20/2014,Sat,AC,Cannae,S. TATIUS,1485,,
10425,LAT-101,Beginner I,SU14,240,7/12/2014,9/20/2014,Sat,AC,Rome,G. LUCIANUS,1485,,
10426,LAT-102,Beginner II,SU14,240,7/12/2014,9/20/2014,Sat,AC,Carthage,O. LIVIUS,1485,,
10427,LAT-459,Latin and the Catholic Church,SU14,240,8/23/2014,9/27/2014,Sat,AC,Alexandria,D. ROMILIUS,810,,
10428,LAT-304,Advanced Conversation and Grammar,SU14,240,7/9/2014,8/13/2014,Wed,AC,Antioch,C. CORNELIUS,1485,,
10429,LAT-454,Pax Romana,SU14,240,8/27/2014,9/13/2014,Wed,AC,Carthage,C. CORNELIUS,540,,
10430,LAT-106,ABC Conversation,FA14,250,9/29/2014,12/15/2014,Mon,AC,Alexandria,O. LIVIUS,1125,,
10431,LAT-201,Intermediate Latin I,FA14,250,9/29/2014,12/15/2014,Mon,AC,Cannae,P. AURELIUS,1485,,
10432,LAT-101,Beginner I,FA14,250,9/29/2014,12/15/2014,Mon,AC,Rome,G. LUCIANUS,1485,,
10433,LAT-302,Advanced Latin II,FA14,250,9/29/2014,12/15/2014,Mon,AC,Carthage,I. SENECA,1485,,
10434,LAT-202,Intermediate Latin II,FA14,250,9/29/2014,12/15/2014,Mon,AC,Rome,P. AURELIUS,1485,,
10435,LAT-102,Beginner II,FA14,250,9/29/2014,12/15/2014,Mon,AC,Cannae,G. LUCIANUS,1485,,
10436,LAT-301,Advanced Latin I,FA14,250,9/29/2014,12/15/2014,Mon,AC,Carthage,M. VALENTINIANUS,1485,,
10437,LAT-203,Conversation II,FA14,250,9/29/2014,12/15/2014,Mon,AC,Alexandria,I. SENECA,1125,,
10438,LAT-122,Latin Express I,FA14,250,9/29/2014,12/17/2014,Mon/Wed,AC,Antioch,O. LIVIUS,1980,,
10439,LAT-220,Latin Express II,FA14,250,9/29/2014,12/17/2014,Mon/Wed,CN,Antioch,M. VALENTINIANUS,1980,,
10440,LAT-103,Beginner Conversation,FA14,250,10/7/2014,12/16/2014,Tue,AC,Alexandria,M. VALENTINIANUS,1125,,
10441,LAT-101,Beginner I,FA14,250,10/7/2014,12/16/2014,Tue,AC,Rome,P. AURELIUS,1485,,
10442,LAT-202,Intermediate Latin II,FA14,250,10/7/2014,12/16/2014,Tue,AC,Cannae,F. JUNIUS,1350,S. MARIUS,135
10443,LAT-203,Conversation II,FA14,250,10/7/2014,12/16/2014,Tue,AC,Carthage,G. LUCIANUS,1125,,
10444,LAT-301,Advanced Latin I,FA14,250,10/7/2014,12/16/2014,Tue,AC,Antioch,L. SALVIUS,1485,,
10445,LAT-303,Advanced Latin III,FA14,250,10/7/2014,12/16/2014,Tue,AC,Antioch,M. VALENTINIANUS,1485,,
10446,LAT-106,ABC Conversation,FA14,250,10/7/2014,12/16/2014,Tue,AC,Alexandria,L. SALVIUS,1125,,
10447,LAT-102,Beginner II,FA14,250,10/7/2014,12/16/2014,Tue,AC,Cannae,P. AURELIUS,1485,,
10448,LAT-101,Beginner I,FA14,250,10/7/2014,12/16/2014,Tue,AC,Rome,F. JUNIUS,1485,,
10449,LAT-201,Intermediate Latin I,FA14,250,10/7/2014,12/16/2014,Tue,AC,Carthage,G. LUCIANUS,1485,,
10450,LAT-102,Beginner II,FA14,250,10/1/2014,12/17/2014,Wed,AC,Cannae,O. LIVIUS,1485,,
10451,LAT-225,Passionate Latin,FA14,250,10/1/2014,12/17/2014,Wed,AC,Alexandria,G. LUCIANUS,1485,,
